wnid,compactness,dispersion,margin,n_imgs,model
n02441942,0.2032678872346878,0.022160447284971456,0.3383947014808655,24,resnet101
n02442845,0.2972095310688019,0.047926736363662875,0.3567565679550171,43,resnet101
n02443114,0.2212875783443451,0.02127976713832223,0.1741352081298828,28,resnet101
n02443484,0.25598517060279846,0.03770100227878494,0.1741352081298828,35,resnet101
n02444819,0.2426973432302475,0.025967994515814392,0.46620213985443115,47,resnet101
n02445715,0.22907060384750366,0.027883287663298933,0.681016743183136,47,resnet101
n02447366,0.20659524202346802,0.02126590708934617,0.6437479853630066,48,resnet101
n02454379,0.15371640026569366,0.01646979337890858,0.8169981241226196,46,resnet101
n02457408,0.1552494615316391,0.013104779101179949,0.8086491823196411,50,resnet101
n02480495,0.18973807990550995,0.022685419380298173,0.5627997517585754,46,resnet101
n02480855,0.1557469666004181,0.017288323615861977,0.4145614504814148,42,resnet101
n02481823,0.1990686058998108,0.02590986107136936,0.4145614504814148,46,resnet101
n02483362,0.19983699917793274,0.024515407006610174,0.31763511896133423,42,resnet101
n02483708,0.20384451746940613,0.024466689553006505,0.3176352381706238,38,resnet101
n02484975,0.15000364184379578,0.014754367648059307,0.4035786986351013,45,resnet101
n02486261,0.19226863980293274,0.02440377120262722,0.40357857942581177,35,resnet101
n02486410,0.20009951293468475,0.020282573767762886,0.5127399563789368,48,resnet101
n02487347,0.17443984746932983,0.018244614857552924,0.40944963693618774,43,resnet101
n02488291,0.26115989685058594,0.031206378514843085,0.4094499349594116,38,resnet101
n02488702,0.16456042230129242,0.019252882193689008,0.49923259019851685,46,resnet101
n02489166,0.14153948426246643,0.010448607646379547,0.7127717733383179,50,resnet101
n02490219,0.23084281384944916,0.02805460625912686,0.4029597043991089,42,resnet101
n02492035,0.16791760921478271,0.023044344186685176,0.507375955581665,45,resnet101
n02492660,0.15490926802158356,0.016462971627526263,0.3711915612220764,46,resnet101
n02493509,0.192588210105896,0.01923579782485827,0.4029597043991089,33,resnet101
n02493793,0.22908955812454224,0.029006019172358368,0.3711913824081421,26,resnet101
n02494079,0.15503907203674316,0.017016410063991346,0.4925798773765564,39,resnet101
n02497673,0.16548918187618256,0.018184768069495733,0.5247049331665039,34,resnet101
n02500267,0.1560291051864624,0.01830871050809344,0.524705171585083,47,resnet101
n02504013,0.20451512932777405,0.020173464278592314,0.15842878818511963,37,resnet101
n02504458,0.1671963930130005,0.01412501513092801,0.23143625259399414,29,resnet101
n02509815,0.1119760274887085,0.008823800262242632,0.7408822774887085,47,resnet101
n02510455,0.16809557378292084,0.020453413765324554,0.7884157299995422,48,resnet101
n02514041,0.16904599964618683,0.012720982091953121,0.6232483386993408,43,resnet101
n02526121,0.2476927489042282,0.031612605700565455,0.5987304449081421,39,resnet101
n02536864,0.23510822653770447,0.024144718692078133,0.6193256378173828,45,resnet101
n02606052,0.07663027942180634,0.006573572778697655,0.7650336027145386,49,resnet101
n02607072,0.0975179374217987,0.007495772287142396,0.5216497182846069,48,resnet101
n02640242,0.21042722463607788,0.02539162106178354,0.6254818439483643,48,resnet101
n02641379,0.2560420632362366,0.029644747096020878,0.6232484579086304,45,resnet101
n02643566,0.056491296738386154,0.0042781344746343885,0.8402471542358398,48,resnet101
n02655020,0.1502569317817688,0.012149720462866269,0.7587379217147827,47,resnet101
n02666196,0.1934397667646408,0.023076501176139196,0.7873014211654663,43,resnet101
n02667093,0.32274532318115234,0.051825122134696915,0.32182610034942627,43,resnet101
n02669723,0.2797730565071106,0.0571487195227915,0.3635873794555664,22,resnet101
n02672831,0.26668575406074524,0.03154463536290697,0.6528642773628235,45,resnet101
n02676566,0.2798352539539337,0.03097745922700942,0.2955509424209595,32,resnet101
n02687172,0.21708951890468597,0.02309465781041782,0.5327759981155396,45,resnet101
n02690373,0.12679584324359894,0.010796817461298396,0.4657789468765259,47,resnet101
n02692877,0.21966034173965454,0.02407106036041013,0.7236119508743286,43,resnet101
n02699494,0.2268945872783661,0.029956858710388244,0.375460147857666,41,resnet101
n02701002,0.1285979151725769,0.014743508620835087,0.3971518278121948,48,resnet101
n02704792,0.28254643082618713,0.03332410353165039,0.5126287937164307,38,resnet101
n02708093,0.29138538241386414,0.03584671325034247,0.18684959411621094,35,resnet101
n02727426,0.3099021017551422,0.04012898314366053,0.5275934934616089,46,resnet101
n02730930,0.3168754577636719,0.06025275502521481,0.34367984533309937,42,resnet101
n02747177,0.3947278559207916,0.07313028582680102,0.3975744843482971,34,resnet101
n02749479,0.310577929019928,0.05515023972294811,0.23631739616394043,32,resnet101
n02769748,0.3749634325504303,0.09014066369564214,0.35619455575942993,29,resnet101
n02776631,0.40841326117515564,0.07144714820175466,0.4372796416282654,23,resnet101
n02777292,0.27992892265319824,0.04582175462884598,0.32938969135284424,49,resnet101
n02782093,0.1347132921218872,0.013923980178575702,0.7959480285644531,46,resnet101
n02783161,0.3353561758995056,0.055961249378323315,0.398290753364563,35,resnet101
n02786058,0.3665541410446167,0.05984977052428794,0.5506262183189392,41,resnet101
n02787622,0.24350619316101074,0.02981371693872843,0.5349594950675964,48,resnet101
n02788148,0.37299227714538574,0.06811958039155498,0.4163661003112793,42,resnet101
n02790996,0.2544234097003937,0.04060735371796299,0.3112509846687317,33,resnet101
n02791124,0.28988564014434814,0.05408850055089426,0.3420103192329407,36,resnet101
n02791270,0.3590455949306488,0.10816072625065098,0.3420102000236511,35,resnet101
n02793495,0.19000504910945892,0.022207597794005766,0.5526595711708069,48,resnet101
n02794156,0.21761539578437805,0.023593056211485115,0.5125830173492432,47,resnet101
n02795169,0.36994853615760803,0.06694214086098439,0.39531540870666504,33,resnet101
n02797295,0.3529863655567169,0.06670254575491455,0.4967777132987976,44,resnet101
n02799071,0.3263794779777527,0.04918310664884943,0.3618648648262024,46,resnet101
n02802426,0.2268693745136261,0.03185679636038252,0.5756417512893677,47,resnet101
n02804414,0.2884158492088318,0.03713669565542759,0.16792327165603638,40,resnet101
n02804610,0.273723840713501,0.034050012697065896,0.36571961641311646,45,resnet101
n02807133,0.3890496492385864,0.07479481877684284,0.28638654947280884,44,resnet101
n02808304,0.34411051869392395,0.05408158538665318,0.4735807776451111,38,resnet101
n02808440,0.36219778656959534,0.0734979895209138,0.20937931537628174,22,resnet101
n02814533,0.21855196356773376,0.03895961172683028,0.40414297580718994,35,resnet101
n02814860,0.21662011742591858,0.02531991491187012,0.403361976146698,38,resnet101
n02815834,0.276702880859375,0.03941051922101528,0.4270521402359009,31,resnet101
n02817516,0.24087117612361908,0.030691915747178916,0.5243932008743286,48,resnet101
n02823428,0.2848997712135315,0.04072359914900767,0.33973437547683716,38,resnet101
n02823750,0.29140567779541016,0.05008405146873696,0.4225453734397888,41,resnet101
n02825657,0.3067142963409424,0.04745157286136371,0.3376253843307495,41,resnet101
n02834397,0.31198862195014954,0.05684015243898535,0.4900370240211487,37,resnet101
n02835271,0.22022312879562378,0.03191620249201517,0.5019882917404175,45,resnet101
n02837789,0.3252159357070923,0.06960414490131041,0.28387153148651123,32,resnet101
n02840245,0.39789947867393494,0.07563705550224298,0.3348543047904968,35,resnet101
n02841315,0.41970914602279663,0.07482646300769838,0.47010135650634766,38,resnet101
n02843684,0.28110992908477783,0.03397155054952087,0.6199773550033569,43,resnet101
n02859443,0.2725732922554016,0.05067645292501866,0.40948623418807983,46,resnet101
n02860847,0.27073535323143005,0.03700809595885546,0.5414860844612122,48,resnet101
n02865351,0.2504110038280487,0.02705859958242644,0.5866068601608276,44,resnet101
n02869837,0.33776673674583435,0.06213771123865364,0.4599950909614563,41,resnet101
n02870880,0.24787023663520813,0.029902012404407464,0.40484797954559326,36,resnet101
n02871525,0.302012175321579,0.05690526909061008,0.27708059549331665,34,resnet101
n02877765,0.25853559374809265,0.03489208272346756,0.5582000017166138,39,resnet101
n02879718,0.39385977387428284,0.07768803360298251,0.4529179334640503,44,resnet101
n02883205,0.3463793694972992,0.06424647790774948,0.37573593854904175,42,resnet101
n02892201,0.22831575572490692,0.030340602508109972,0.6956930756568909,47,resnet101
n02892767,0.3609395921230316,0.06514916885972,0.28387153148651123,38,resnet101
n02894605,0.325225830078125,0.05471167672636297,0.36272186040878296,39,resnet101
n02895154,0.28238174319267273,0.03110061223827606,0.14615529775619507,22,resnet101
n02906734,0.32850590348243713,0.04384591367814167,0.51139897108078,40,resnet101
n02909870,0.3740558326244354,0.0718042875719744,0.3975747227668762,32,resnet101
n02910353,0.3700767755508423,0.0627362709295944,0.39686691761016846,29,resnet101
n02916936,0.3413817286491394,0.06681957907816753,0.45996177196502686,31,resnet101
n02917067,0.18385711312294006,0.021957823112382008,0.6135470271110535,49,resnet101
n02927161,0.27089983224868774,0.045697405133499444,0.4669797420501709,42,resnet101
n02930766,0.2948184609413147,0.042345545915913066,0.463501513004303,40,resnet101
n02939185,0.37598735094070435,0.06327583485254103,0.3267216086387634,31,resnet101
n02948072,0.37288737297058105,0.07011817533312967,0.5393859148025513,37,resnet101
n02950826,0.29841071367263794,0.0356874233810609,0.5600278377532959,47,resnet101
n02951358,0.1648932546377182,0.017298089286791416,0.29303646087646484,49,resnet101
n02951585,0.2836993634700775,0.04836382242948686,0.3030783534049988,40,resnet101
n02963159,0.2794898450374603,0.05195672175965171,0.39449429512023926,40,resnet101
n02965783,0.1969861090183258,0.029929250353023327,0.60737144947052,46,resnet101
n02966193,0.21851690113544464,0.02903391091836755,0.6789438128471375,48,resnet101
n02966687,0.3259310722351074,0.05175148013205118,0.3887714743614197,37,resnet101
n02971356,0.38113072514533997,0.07503654566590784,0.42144620418548584,31,resnet101
n02974003,0.354865163564682,0.049577807548814294,0.4506508708000183,25,resnet101
n02977058,0.33308547735214233,0.06121372645954432,0.48858869075775146,40,resnet101
n02978881,0.3005879819393158,0.044514302824550676,0.34793585538864136,36,resnet101
n02979186,0.25430750846862793,0.03403972591784211,0.20656895637512207,18,resnet101
n02980441,0.2269873172044754,0.030492178904168863,0.45633214712142944,38,resnet101
n02981792,0.23260578513145447,0.02215336244246996,0.22435003519058228,38,resnet101
n02988304,0.3242356777191162,0.04497035898821389,0.20728057622909546,28,resnet101
n02992211,0.23104611039161682,0.030679574717670632,0.2864387035369873,47,resnet101
n02992529,0.2274179905653,0.03378369824457919,0.31568700075149536,41,resnet101
n02999410,0.4194011986255646,0.061387724242217535,0.39683228731155396,22,resnet101
n03000134,0.3932327628135681,0.07893668145178544,0.5894014835357666,37,resnet101
n03000247,0.2609472870826721,0.02690500884967688,0.6577028632164001,37,resnet101
n03000684,0.36335262656211853,0.06278225181833183,0.44148343801498413,49,resnet101
n03014705,0.3514668047428131,0.05832903578940063,0.47674328088760376,41,resnet101
n03016953,0.24504651129245758,0.034000432086265346,0.461017370223999,16,resnet101
n03017168,0.29012539982795715,0.05841461288705398,0.5005895495414734,38,resnet101
n03018349,0.23179937899112701,0.03163808491620498,0.5335134267807007,46,resnet101
n03026506,0.25638070702552795,0.040045878810173734,0.5967892408370972,48,resnet101
n03028079,0.2674889862537384,0.03790338129794479,0.25631678104400635,30,resnet101
n03032252,0.3279854655265808,0.055198441724028484,0.45453089475631714,39,resnet101
n03041632,0.37308695912361145,0.07409183162920885,0.39014744758605957,33,resnet101
n03042490,0.22743169963359833,0.028023027103976715,0.44150519371032715,48,resnet101
n03045698,0.33982086181640625,0.07724119541689034,0.3218264579772949,21,resnet101
n03047690,0.3834344744682312,0.05619160977621319,0.37024426460266113,39,resnet101
n03062245,0.31479611992836,0.048239606550622295,0.4276456832885742,38,resnet101
n03063599,0.30575239658355713,0.04639270666996479,0.18397563695907593,27,resnet101
n03063689,0.3351486027240753,0.05613403439206788,0.3692619800567627,36,resnet101
n03065424,0.40888381004333496,0.06301496636377017,0.4163658618927002,36,resnet101
n03075370,0.28568392992019653,0.03330999514316435,0.3921331763267517,42,resnet101
n03085013,0.24319952726364136,0.03447152627266359,0.43630993366241455,37,resnet101
n03089624,0.35150519013404846,0.07021252006247074,0.33678072690963745,35,resnet101
n03095699,0.1640673130750656,0.015060956385922999,0.615973711013794,46,resnet101
n03100240,0.23749203979969025,0.030160075569452664,0.22166264057159424,47,resnet101
n03109150,0.2461393028497696,0.03447384799309126,0.30307847261428833,47,resnet101
n03110669,0.2791918218135834,0.040123634883166046,0.1632513403892517,38,resnet101
n03124043,0.2480413019657135,0.027791434004732444,0.6104103922843933,40,resnet101
n03124170,0.3019742965698242,0.09113825211922788,0.36004918813705444,39,resnet101
n03125729,0.3230331540107727,0.04734319355434017,0.16792351007461548,29,resnet101
n03126707,0.22155237197875977,0.03054648437733664,0.6202172040939331,42,resnet101
n03127747,0.23414583504199982,0.031350016934397595,0.5426282286643982,46,resnet101
n03127925,0.3366031050682068,0.0521292350124464,0.5150853395462036,31,resnet101
n03131574,0.31398165225982666,0.04354750967932636,0.36292850971221924,41,resnet101
n03133878,0.274836003780365,0.03951923201380149,0.48413193225860596,44,resnet101
n03134739,0.32806774973869324,0.058551452697894385,0.5837175846099854,48,resnet101
n03141823,0.37676605582237244,0.07011094574827441,0.4694433808326721,35,resnet101
n03146219,0.3056096136569977,0.043694419254942815,0.14615541696548462,28,resnet101
n03160309,0.2873770594596863,0.04578119318301147,0.5213102102279663,41,resnet101
n03179701,0.2547893822193146,0.05707296165232187,0.2476663589477539,25,resnet101
n03180011,0.25540608167648315,0.038243927915613915,0.17918789386749268,36,resnet101
n03187595,0.2242223024368286,0.02563142312093903,0.5585219264030457,49,resnet101
n03188531,0.354802668094635,0.11785541390745471,0.42556285858154297,40,resnet101
n03196217,0.24906781315803528,0.028584122926568853,0.3370097279548645,34,resnet101
n03197337,0.29651039838790894,0.040213767043098064,0.33700960874557495,32,resnet101
n03201208,0.26243454217910767,0.05452751423694725,0.39338207244873047,42,resnet101
n03207743,0.18077696859836578,0.02070978218323142,0.6514710187911987,46,resnet101
n03207941,0.4040054678916931,0.0796302044454234,0.41008466482162476,36,resnet101
n03208938,0.23965661227703094,0.02921119098435243,0.4506509304046631,46,resnet101
n03216828,0.3119342029094696,0.04896496347336503,0.4317888617515564,29,resnet101
n03218198,0.1861044466495514,0.021222169799367176,0.474368691444397,44,resnet101
n03220513,0.30299150943756104,0.03481671108604728,0.49964380264282227,38,resnet101
n03223299,0.3815792202949524,0.0673588871545433,0.5331542491912842,37,resnet101
n03240683,0.183434396982193,0.01845569396202448,0.6388612985610962,46,resnet101
n03249569,0.3803144693374634,0.07574763232448503,0.4225767254829407,31,resnet101
n03250847,0.38250577449798584,0.06799643714194012,0.46324223279953003,36,resnet101
n03255030,0.3341648280620575,0.05902238363986767,0.31125104427337646,40,resnet101
n03259280,0.36337828636169434,0.05179007861452853,0.3470500707626343,41,resnet101
n03271574,0.23437495529651642,0.025530986636974562,0.6880627274513245,45,resnet101
n03272010,0.32177966833114624,0.0531256271488653,0.2955508232116699,41,resnet101
